index,D_0__Archaea;D_1__Asgardaeota,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Calditrichaeota,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cloacimonetes,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firestonebacteria,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__Fusobacteria,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Halanaerobiaeota,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__LCP-89,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Modulibacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Schekmanbacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__Synergistetes,D_0__Bacteria;D_1__TA06,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__WS4,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,Library_Name,SRA_Sample,env_biome,env_feature,env_material,host
SRR1524790,0.0,0.0,0.0,2.0,2.0,2.0,630.0,420.0,2.0,0.0,1139.0,0.0,0.0,439.0,0.0,4183.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,157.0,0.0,6764.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,43352.0,2.0,0.0,186.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665372,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524791,2.0,69.0,0.0,46.0,4.0,161.0,6939.0,1625.0,134.0,45.0,4320.0,0.0,0.0,2138.0,0.0,253.0,0.0,112.0,4.0,21.0,43.0,1.0,0.0,2.0,18.0,1.0,498.0,0.0,3.0,2874.0,0.0,96.0,7.0,0.0,407.0,6.0,1.0,0.0,48.0,255.0,54.0,1.0,11.0,2584.0,15747.0,1052.0,0.0,220.0,0.0,0.0,0.0,3205.0,0.0,2.0,0.0,3.0,1.0,16.0,4.0,GHRun1,SRS665373,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524792,11.0,78.0,0.0,19.0,5.0,41.0,16448.0,531.0,514.0,99.0,1744.0,1.0,1.0,3126.0,3.0,116.0,0.0,12.0,14.0,11.0,46.0,22.0,10.0,11.0,47.0,3.0,345.0,0.0,1.0,2118.0,0.0,209.0,15.0,0.0,588.0,6.0,1.0,0.0,215.0,287.0,49.0,4.0,18.0,2731.0,10753.0,1113.0,0.0,286.0,0.0,0.0,4.0,1385.0,0.0,9.0,2.0,7.0,1.0,24.0,13.0,GHRun1,SRS665374,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524793,1.0,1.0,0.0,2.0,0.0,1.0,665.0,283.0,17.0,0.0,702.0,0.0,0.0,1506.0,0.0,10045.0,0.0,0.0,0.0,1.0,1.0,50.0,1.0,9.0,301.0,0.0,207.0,0.0,0.0,26.0,0.0,6.0,0.0,0.0,19.0,0.0,2.0,0.0,2.0,6.0,0.0,0.0,7.0,105.0,33850.0,2.0,0.0,975.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665375,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524794,7.0,72.0,0.0,22.0,4.0,85.0,10512.0,793.0,367.0,100.0,2440.0,0.0,1.0,4192.0,1.0,200.0,0.0,6.0,11.0,20.0,30.0,24.0,3.0,18.0,59.0,0.0,412.0,0.0,0.0,1890.0,0.0,120.0,29.0,0.0,413.0,4.0,0.0,0.0,154.0,235.0,47.0,1.0,12.0,2440.0,11978.0,1197.0,0.0,398.0,0.0,0.0,1.0,2602.0,0.0,7.0,3.0,6.0,0.0,15.0,11.0,GHRun1,SRS665376,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524795,66.0,90.0,0.0,5.0,1.0,21.0,6637.0,617.0,130.0,37.0,4086.0,0.0,0.0,6922.0,0.0,567.0,0.0,3.0,4.0,19.0,5.0,16.0,2.0,140.0,1044.0,0.0,641.0,0.0,0.0,463.0,0.0,58.0,4.0,0.0,245.0,0.0,5.0,1.0,24.0,98.0,17.0,0.0,24.0,2287.0,21438.0,143.0,0.0,2499.0,0.0,0.0,0.0,1998.0,0.0,3.0,1.0,1.0,1.0,3.0,10.0,GHRun1,SRS665377,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524796,2.0,14.0,0.0,7.0,0.0,8.0,934.0,562.0,21.0,3.0,1407.0,0.0,0.0,993.0,0.0,4667.0,0.0,0.0,0.0,5.0,0.0,116.0,0.0,15.0,296.0,0.0,748.0,0.0,0.0,33.0,0.0,14.0,1.0,0.0,65.0,0.0,9.0,0.0,3.0,2.0,1.0,0.0,1.0,291.0,25027.0,14.0,0.0,1533.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,GHRun1,SRS665379,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524797,28.0,112.0,0.0,31.0,15.0,59.0,12650.0,583.0,446.0,97.0,1407.0,1.0,0.0,3762.0,0.0,113.0,0.0,13.0,11.0,21.0,17.0,1.0,5.0,34.0,38.0,0.0,296.0,0.0,1.0,1849.0,0.0,145.0,13.0,0.0,866.0,1.0,0.0,0.0,238.0,207.0,67.0,0.0,5.0,2345.0,7442.0,1416.0,0.0,363.0,0.0,0.0,1.0,1117.0,0.0,3.0,4.0,8.0,2.0,10.0,11.0,GHRun1,SRS665380,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524798,3.0,52.0,0.0,27.0,2.0,69.0,10799.0,1138.0,349.0,43.0,2084.0,2.0,0.0,3221.0,0.0,275.0,0.0,4.0,4.0,20.0,25.0,13.0,3.0,15.0,112.0,3.0,555.0,0.0,0.0,1916.0,0.0,130.0,16.0,0.0,331.0,5.0,3.0,0.0,137.0,238.0,39.0,0.0,1.0,2085.0,13146.0,949.0,0.0,560.0,0.0,0.0,5.0,2145.0,0.0,11.0,5.0,17.0,1.0,7.0,7.0,GHRun1,SRS665381,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524799,19.0,85.0,0.0,9.0,5.0,24.0,5370.0,694.0,88.0,17.0,2773.0,0.0,0.0,5835.0,0.0,652.0,0.0,11.0,3.0,14.0,7.0,19.0,2.0,22.0,175.0,1.0,906.0,0.0,0.0,502.0,0.0,34.0,1.0,0.0,161.0,1.0,11.0,1.0,10.0,85.0,14.0,0.0,11.0,1358.0,17924.0,169.0,0.0,1459.0,0.0,0.0,1.0,1066.0,0.0,4.0,2.0,3.0,1.0,12.0,1.0,GHRun1,SRS665382,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524800,1.0,4.0,0.0,9.0,7.0,9.0,546.0,461.0,5.0,3.0,733.0,0.0,0.0,1939.0,0.0,8031.0,0.0,1.0,0.0,0.0,0.0,22.0,4.0,3.0,386.0,0.0,216.0,0.0,0.0,45.0,0.0,3.0,2.0,0.0,15.0,0.0,8.0,0.0,3.0,10.0,0.0,0.0,1.0,163.0,31157.0,13.0,0.0,764.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665383,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524801,1.0,136.0,0.0,26.0,6.0,53.0,8849.0,1168.0,296.0,85.0,2129.0,1.0,0.0,3570.0,0.0,153.0,0.0,12.0,7.0,18.0,18.0,0.0,0.0,19.0,41.0,1.0,515.0,0.0,4.0,3445.0,0.0,97.0,37.0,0.0,572.0,1.0,8.0,0.0,151.0,260.0,28.0,0.0,1.0,1723.0,17930.0,664.0,0.0,636.0,0.0,0.0,0.0,2330.0,0.0,3.0,3.0,6.0,3.0,31.0,4.0,GHRun1,SRS665384,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524802,9.0,105.0,0.0,30.0,18.0,134.0,10574.0,1527.0,347.0,62.0,2821.0,0.0,1.0,4082.0,0.0,316.0,0.0,11.0,11.0,32.0,49.0,13.0,2.0,39.0,84.0,3.0,495.0,0.0,1.0,3813.0,0.0,120.0,39.0,0.0,356.0,8.0,0.0,0.0,147.0,521.0,47.0,5.0,9.0,2219.0,18695.0,1014.0,0.0,378.0,0.0,0.0,1.0,2167.0,0.0,7.0,1.0,8.0,2.0,20.0,4.0,GHRun1,SRS665385,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524803,31.0,116.0,0.0,12.0,21.0,32.0,7224.0,779.0,113.0,32.0,5554.0,0.0,0.0,4672.0,2.0,846.0,0.0,29.0,3.0,37.0,7.0,29.0,8.0,33.0,294.0,0.0,989.0,0.0,0.0,801.0,0.0,87.0,17.0,0.0,174.0,2.0,15.0,1.0,31.0,178.0,24.0,0.0,21.0,2567.0,30862.0,130.0,0.0,1754.0,1.0,0.0,0.0,2468.0,0.0,9.0,5.0,0.0,0.0,30.0,5.0,GHRun1,SRS665387,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524804,0.0,1.0,0.0,1.0,1.0,1.0,277.0,23.0,5.0,0.0,317.0,0.0,0.0,271.0,0.0,17226.0,0.0,0.0,0.0,1.0,0.0,20.0,1.0,5.0,351.0,0.0,34.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,26.0,41197.0,2.0,0.0,346.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665388,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524805,3.0,100.0,0.0,33.0,13.0,110.0,7283.0,1038.0,267.0,49.0,2010.0,1.0,0.0,2682.0,0.0,807.0,0.0,8.0,18.0,23.0,41.0,29.0,2.0,10.0,61.0,1.0,345.0,0.0,3.0,2665.0,0.0,59.0,16.0,0.0,207.0,2.0,2.0,0.0,86.0,370.0,13.0,0.0,5.0,1300.0,12812.0,657.0,0.0,445.0,0.0,0.0,0.0,1459.0,0.0,0.0,2.0,2.0,1.0,20.0,1.0,GHRun1,SRS665389,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524806,11.0,102.0,0.0,28.0,22.0,17.0,4744.0,946.0,117.0,23.0,4443.0,1.0,0.0,4006.0,0.0,3450.0,2.0,8.0,10.0,16.0,11.0,69.0,2.0,26.0,545.0,1.0,978.0,0.0,0.0,751.0,0.0,34.0,25.0,0.0,113.0,2.0,18.0,2.0,26.0,169.0,17.0,0.0,9.0,1437.0,24515.0,116.0,0.0,5503.0,0.0,0.0,1.0,1659.0,0.0,4.0,5.0,7.0,0.0,9.0,4.0,GHRun1,SRS665390,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524807,23.0,181.0,0.0,35.0,22.0,154.0,12174.0,1919.0,343.0,91.0,2867.0,0.0,0.0,5325.0,0.0,228.0,0.0,19.0,27.0,26.0,33.0,2.0,3.0,26.0,320.0,1.0,633.0,0.0,0.0,4486.0,0.0,134.0,19.0,0.0,806.0,4.0,2.0,0.0,145.0,429.0,63.0,1.0,10.0,1907.0,14854.0,1279.0,0.0,847.0,0.0,0.0,3.0,1574.0,0.0,7.0,1.0,5.0,0.0,34.0,11.0,GHRun1,SRS665391,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524808,20.0,270.0,0.0,92.0,12.0,229.0,41660.0,4646.0,1105.0,238.0,8139.0,5.0,1.0,12909.0,14.0,382.0,0.0,32.0,46.0,87.0,131.0,113.0,15.0,70.0,159.0,7.0,1691.0,0.0,1.0,10153.0,0.0,372.0,128.0,0.0,1502.0,29.0,6.0,1.0,544.0,1413.0,110.0,14.0,32.0,6239.0,62914.0,3684.0,0.0,1603.0,0.0,0.0,6.0,6599.0,0.0,17.0,13.0,22.0,1.0,94.0,19.0,GHRun1,SRS665392,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524809,15.0,30.0,0.0,9.0,5.0,27.0,4199.0,621.0,86.0,22.0,3212.0,0.0,0.0,3561.0,0.0,5194.0,0.0,12.0,4.0,24.0,4.0,31.0,0.0,28.0,154.0,1.0,773.0,0.0,0.0,685.0,0.0,34.0,8.0,0.0,119.0,0.0,6.0,2.0,14.0,96.0,14.0,0.0,6.0,1296.0,28050.0,88.0,0.0,1578.0,0.0,0.0,0.0,1572.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,GHRun1,SRS665393,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524810,4.0,7.0,0.0,8.0,1.0,3.0,1145.0,458.0,30.0,5.0,1145.0,0.0,0.0,1596.0,0.0,9220.0,0.0,1.0,0.0,7.0,2.0,123.0,0.0,14.0,525.0,0.0,483.0,0.0,0.0,70.0,0.0,2.0,2.0,0.0,15.0,0.0,4.0,0.0,4.0,19.0,5.0,0.0,9.0,299.0,55156.0,6.0,0.0,1051.0,0.0,0.0,0.0,490.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,GHRun1,SRS665395,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524811,15.0,257.0,0.0,77.0,8.0,119.0,50983.0,1433.0,1208.0,297.0,6860.0,1.0,1.0,9395.0,0.0,206.0,0.0,54.0,51.0,76.0,61.0,205.0,15.0,51.0,222.0,7.0,1840.0,0.0,0.0,3451.0,0.0,549.0,59.0,0.0,726.0,11.0,4.0,2.0,295.0,736.0,184.0,4.0,43.0,5965.0,31162.0,1441.0,0.0,1107.0,0.0,0.0,7.0,5003.0,0.0,44.0,31.0,23.0,5.0,89.0,28.0,GHRun1,SRS665396,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524812,0.0,2.0,0.0,0.0,4.0,3.0,2453.0,227.0,20.0,4.0,1121.0,0.0,0.0,7195.0,0.0,15124.0,0.0,0.0,2.0,1.0,2.0,43.0,0.0,30.0,1045.0,0.0,497.0,0.0,0.0,36.0,0.0,5.0,1.0,0.0,56.0,0.0,2.0,0.0,4.0,12.0,2.0,0.0,9.0,199.0,67630.0,5.0,0.0,3193.0,0.0,0.0,0.0,1051.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,GHRun1,SRS665397,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524813,29.0,265.0,0.0,36.0,21.0,125.0,24276.0,2377.0,791.0,159.0,3234.0,4.0,0.0,11092.0,6.0,169.0,0.0,35.0,30.0,49.0,53.0,0.0,8.0,68.0,109.0,1.0,1501.0,0.0,2.0,4890.0,0.0,226.0,40.0,0.0,765.0,18.0,3.0,0.0,261.0,655.0,81.0,3.0,7.0,3841.0,22577.0,1687.0,0.0,1779.0,0.0,0.0,0.0,2816.0,0.0,8.0,7.0,12.0,3.0,53.0,8.0,GHRun1,SRS665398,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524814,18.0,236.0,0.0,90.0,18.0,258.0,61181.0,1437.0,1228.0,314.0,5158.0,1.0,1.0,12274.0,0.0,214.0,0.0,28.0,83.0,85.0,76.0,33.0,20.0,103.0,152.0,7.0,940.0,0.0,2.0,5261.0,0.0,531.0,55.0,0.0,1494.0,18.0,1.0,0.0,584.0,1094.0,150.0,4.0,28.0,8374.0,37630.0,2941.0,0.0,478.0,0.0,0.0,4.0,5886.0,0.0,22.0,30.0,38.0,3.0,42.0,57.0,GHRun1,SRS665400,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524815,21.0,71.0,0.0,5.0,1.0,14.0,2976.0,640.0,79.0,16.0,5270.0,0.0,2.0,6680.0,0.0,436.0,0.0,0.0,8.0,11.0,0.0,22.0,1.0,22.0,322.0,0.0,677.0,0.0,0.0,129.0,0.0,48.0,3.0,0.0,189.0,2.0,0.0,0.0,10.0,30.0,12.0,0.0,7.0,1339.0,18512.0,33.0,0.0,3332.0,0.0,0.0,1.0,1211.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,GHRun1,SRS665401,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524816,5.0,1.0,0.0,4.0,2.0,3.0,1390.0,464.0,10.0,2.0,3479.0,0.0,0.0,3515.0,0.0,8689.0,0.0,1.0,0.0,2.0,0.0,76.0,1.0,37.0,714.0,0.0,202.0,0.0,0.0,24.0,0.0,3.0,1.0,0.0,53.0,0.0,3.0,1.0,4.0,5.0,3.0,0.0,9.0,178.0,61109.0,4.0,0.0,3206.0,0.0,0.0,0.0,824.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,GHRun1,SRS665402,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524817,31.0,126.0,0.0,23.0,8.0,13.0,3131.0,397.0,93.0,8.0,4069.0,0.0,0.0,5169.0,0.0,775.0,0.0,5.0,5.0,20.0,0.0,73.0,2.0,48.0,549.0,0.0,636.0,0.0,0.0,170.0,0.0,19.0,3.0,0.0,198.0,1.0,17.0,0.0,7.0,59.0,28.0,0.0,8.0,1838.0,86079.0,47.0,0.0,3157.0,0.0,0.0,0.0,2318.0,0.0,4.0,2.0,0.0,0.0,2.0,7.0,GHRun1,SRS665403,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524818,10.0,2.0,0.0,6.0,6.0,3.0,1693.0,371.0,8.0,1.0,2350.0,0.0,1.0,4253.0,0.0,14658.0,0.0,3.0,0.0,4.0,0.0,400.0,0.0,43.0,1303.0,0.0,245.0,0.0,0.0,36.0,0.0,4.0,2.0,0.0,35.0,0.0,5.0,2.0,14.0,32.0,2.0,0.0,10.0,102.0,90849.0,4.0,0.0,2453.0,0.0,0.0,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,GHRun1,SRS665404,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524819,15.0,152.0,1.0,45.0,27.0,238.0,12728.0,2041.0,383.0,94.0,3076.0,3.0,0.0,5551.0,0.0,276.0,0.0,24.0,14.0,60.0,56.0,1.0,3.0,20.0,88.0,3.0,569.0,0.0,0.0,4146.0,0.0,113.0,42.0,0.0,433.0,7.0,1.0,0.0,126.0,660.0,42.0,5.0,20.0,2420.0,23274.0,823.0,0.0,648.0,0.0,0.0,0.0,2557.0,0.0,8.0,8.0,6.0,1.0,62.0,2.0,GHRun1,SRS665405,Greenhouse Soil,Transported Soil in the Greenhouse,Bulk_Soil,Oryza sativa
SRR1524820,4.0,61.0,0.0,12.0,5.0,97.0,12669.0,626.0,211.0,52.0,3946.0,1.0,0.0,3023.0,0.0,260.0,0.0,3.0,20.0,38.0,51.0,2.0,3.0,12.0,61.0,1.0,472.0,0.0,0.0,2457.0,0.0,124.0,32.0,0.0,258.0,7.0,1.0,0.0,82.0,557.0,39.0,0.0,14.0,1599.0,19563.0,563.0,0.0,292.0,0.0,0.0,0.0,2834.0,0.0,9.0,7.0,14.0,0.0,29.0,3.0,GHRun1,SRS665406,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524821,0.0,0.0,0.0,0.0,2.0,2.0,586.0,195.0,1.0,0.0,1074.0,0.0,0.0,1425.0,0.0,9061.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,13.0,691.0,0.0,122.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,6.0,2.0,1.0,3.0,65.0,49711.0,8.0,0.0,1344.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,GHRun1,SRS665407,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524822,2.0,196.0,0.0,45.0,18.0,114.0,18184.0,1431.0,434.0,75.0,3409.0,0.0,0.0,4869.0,0.0,176.0,0.0,8.0,11.0,47.0,68.0,31.0,2.0,8.0,117.0,0.0,826.0,0.0,9.0,3616.0,0.0,119.0,23.0,0.0,458.0,7.0,1.0,0.0,59.0,746.0,31.0,6.0,31.0,1933.0,28387.0,836.0,0.0,363.0,0.0,0.0,4.0,3217.0,0.0,3.0,7.0,18.0,0.0,38.0,16.0,GHRun1,SRS665408,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524823,3.0,8.0,0.0,2.0,4.0,11.0,847.0,95.0,19.0,2.0,1953.0,0.0,0.0,1793.0,0.0,5507.0,0.0,0.0,0.0,2.0,0.0,103.0,0.0,16.0,284.0,0.0,204.0,0.0,0.0,54.0,0.0,7.0,4.0,0.0,32.0,0.0,7.0,0.0,5.0,20.0,1.0,1.0,13.0,182.0,29076.0,9.0,0.0,1977.0,0.0,0.0,0.0,819.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,GHRun1,SRS665409,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524824,7.0,5.0,0.0,1.0,3.0,5.0,1774.0,329.0,20.0,4.0,2426.0,0.0,0.0,3970.0,0.0,6448.0,0.0,1.0,0.0,6.0,0.0,98.0,0.0,54.0,566.0,0.0,492.0,0.0,0.0,39.0,0.0,7.0,1.0,0.0,55.0,0.0,4.0,0.0,2.0,12.0,8.0,0.0,2.0,166.0,63398.0,8.0,0.0,3128.0,0.0,0.0,0.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GHRun1,SRS665410,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR1524825,20.0,259.0,0.0,50.0,11.0,97.0,16787.0,530.0,345.0,153.0,4050.0,1.0,1.0,5694.0,11.0,155.0,0.0,27.0,20.0,40.0,40.0,105.0,22.0,65.0,166.0,4.0,754.0,0.0,0.0,2202.0,0.0,206.0,43.0,0.0,330.0,17.0,7.0,0.0,127.0,817.0,84.0,2.0,21.0,2379.0,21851.0,393.0,0.0,442.0,2.0,0.0,2.0,3636.0,0.0,9.0,21.0,4.0,0.0,64.0,11.0,GHRun1,SRS665411,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR1524826,16.0,47.0,0.0,19.0,19.0,16.0,2532.0,687.0,60.0,3.0,3883.0,0.0,4.0,3815.0,0.0,493.0,0.0,5.0,10.0,9.0,4.0,124.0,8.0,16.0,400.0,1.0,549.0,0.0,0.0,206.0,0.0,15.0,8.0,0.0,47.0,1.0,9.0,0.0,10.0,50.0,15.0,0.0,20.0,705.0,19045.0,27.0,0.0,2919.0,0.0,0.0,0.0,1383.0,0.0,6.0,4.0,1.0,0.0,3.0,0.0,GHRun1,SRS665412,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizoplane,Oryza sativa
SRR1524827,1.0,8.0,0.0,3.0,4.0,7.0,908.0,519.0,6.0,3.0,1367.0,0.0,0.0,2458.0,0.0,3366.0,0.0,0.0,0.0,8.0,0.0,65.0,0.0,20.0,587.0,0.0,207.0,0.0,0.0,32.0,0.0,4.0,0.0,0.0,36.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,6.0,196.0,25383.0,1.0,0.0,1043.0,0.0,0.0,0.0,781.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,GHRun1,SRS665413,Greenhouse Soil,Transported Soil in the Greenhouse,Endosphere,Oryza sativa
SRR2107428,0.0,0.0,0.0,0.0,12.0,104.0,10053.0,4205.0,803.0,51.0,3487.0,0.0,0.0,2697.0,0.0,3379.0,0.0,5.0,2.0,12.0,8.0,0.0,58.0,0.0,3.0,0.0,1534.0,0.0,0.0,7650.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,317.0,3.0,0.0,308.0,3040.0,26775.0,167.0,0.0,0.0,0.0,0.0,0.0,2664.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,JE.TC.10,SRS830424,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107429,0.0,2.0,0.0,2.0,8.0,45.0,13393.0,3973.0,864.0,163.0,5262.0,0.0,0.0,3311.0,0.0,2560.0,0.0,3.0,3.0,3.0,8.0,0.0,38.0,0.0,5.0,0.0,10975.0,0.0,0.0,6390.0,0.0,45.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,126.0,7.0,0.0,106.0,4167.0,30276.0,153.0,0.0,0.0,0.0,0.0,0.0,3754.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,JE.TC.11,SRS995463,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
SRR2107430,0.0,1.0,0.0,0.0,5.0,59.0,8904.0,2464.0,801.0,35.0,1903.0,0.0,0.0,3049.0,0.0,2201.0,0.0,5.0,3.0,7.0,9.0,0.0,31.0,0.0,0.0,0.0,3645.0,0.0,0.0,4564.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,103.0,2742.0,32891.0,191.0,0.0,0.0,0.0,0.0,0.0,2906.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,JE.TC.12,SRS995484,Greenhouse Soil,Transported Soil in the Greenhouse,Rhizosphere,Oryza sativa
